Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs),Instrument Type
09-May-17,2865,71.63,14834.57,FUTCOM
10-May-17,2078,51.95,10779.00,FUTCOM
11-May-17,5789,144.73,30047.49,FUTCOM
12-May-17,8511,212.78,44920.27,FUTCOM
15-May-17,9652,241.30,51679.57,FUTCOM
16-May-17,4628,115.70,24627.99,FUTCOM
17-May-17,4233,105.83,22569.24,FUTCOM
18-May-17,3368,84.20,17905.10,FUTCOM
19-May-17,3723,93.08,19689.77,FUTCOM
22-May-17,4035,100.88,21220.46,FUTCOM
23-May-17,3596,89.90,18753.77,FUTCOM
24-May-17,3692,92.30,19347.52,FUTCOM
25-May-17,4676,116.90,24508.52,FUTCOM
26-May-17,3337,83.43,17556.89,FUTCOM
29-May-17,2400,60.00,12736.99,FUTCOM
30-May-17,1736,43.40,9199.99,FUTCOM
31-May-17,1884,47.10,9932.93,FUTCOM
01-Jun-17,1873,46.83,9893.33,FUTCOM
02-Jun-17,2898,72.45,15211.30,FUTCOM
05-Jun-17,2381,59.53,12392.30,FUTCOM
06-Jun-17,2652,66.30,13735.62,FUTCOM
07-Jun-17,1620,40.50,8396.70,FUTCOM
08-Jun-17,1457,36.43,7550.43,FUTCOM
09-Jun-17,2175,54.38,11320.59,FUTCOM
12-Jun-17,3436,85.90,17719.52,FUTCOM
13-Jun-17,4194,104.85,21446.36,FUTCOM
14-Jun-17,3437,85.93,17502.02,FUTCOM
15-Jun-17,3937,98.43,19869.38,FUTCOM
16-Jun-17,4422,110.55,22234.97,FUTCOM
19-Jun-17,2681,67.03,13644.78,FUTCOM
20-Jun-17,3083,77.08,15475.51,FUTCOM
21-Jun-17,1865,46.63,9378.92,FUTCOM
22-Jun-17,3506,87.65,17383.06,FUTCOM
23-Jun-17,2758,68.95,13600.59,FUTCOM
26-Jun-17,731,18.28,3596.05,FUTCOM
27-Jun-17,2683,67.08,13186.27,FUTCOM
28-Jun-17,2383,59.58,11844.38,FUTCOM
29-Jun-17,1919,47.98,9587.10,FUTCOM
30-Jun-17,1215,30.38,6062.82,FUTCOM
03-Jul-17,1308,32.70,6524.11,FUTCOM
04-Jul-17,1654,41.35,8192.96,FUTCOM
05-Jul-17,898,22.45,4446.75,FUTCOM
06-Jul-17,2241,56.03,11251.50,FUTCOM
07-Jul-17,2301,57.53,11742.90,FUTCOM
10-Jul-17,1346,33.65,6811.77,FUTCOM
11-Jul-17,1605,40.13,8101.03,FUTCOM
12-Jul-17,1109,27.73,5625.70,FUTCOM
13-Jul-17,1853,46.33,9276.34,FUTCOM
14-Jul-17,1742,43.55,8607.11,FUTCOM
17-Jul-17,1328,33.20,6499.82,FUTCOM
18-Jul-17,1861,46.53,9189.86,FUTCOM
19-Jul-17,1426,35.65,6956.49,FUTCOM
20-Jul-17,1538,38.45,7475.09,FUTCOM
21-Jul-17,3670,91.75,17537.43,FUTCOM
24-Jul-17,2381,59.53,11321.80,FUTCOM
25-Jul-17,2571,64.28,12597.42,FUTCOM
26-Jul-17,3882,97.05,18795.07,FUTCOM
27-Jul-17,2210,55.25,10600.60,FUTCOM
28-Jul-17,2002,50.05,9636.78,FUTCOM
31-Jul-17,1906,47.65,9366.16,FUTCOM
01-Aug-17,870,21.75,3987.38,FUTCOM
02-Aug-17,1117,27.93,5136.33,FUTCOM
03-Aug-17,817,20.43,3761.94,FUTCOM
04-Aug-17,748,18.70,3444.22,FUTCOM
07-Aug-17,770,19.25,3593.84,FUTCOM
08-Aug-17,849,21.23,3970.38,FUTCOM
09-Aug-17,1700,42.50,8011.62,FUTCOM
10-Aug-17,2272,56.80,10642.11,FUTCOM
11-Aug-17,1722,43.05,7887.83,FUTCOM
14-Aug-17,1061,26.53,4855.88,FUTCOM
16-Aug-17,1848,46.20,8352.15,FUTCOM
17-Aug-17,1127,28.18,5096.80,FUTCOM
18-Aug-17,1115,27.88,5065.62,FUTCOM
21-Aug-17,1205,30.13,5430.66,FUTCOM
22-Aug-17,996,24.90,4540.10,FUTCOM
23-Aug-17,1477,36.93,6785.32,FUTCOM
24-Aug-17,1012,25.30,4653.34,FUTCOM
25-Aug-17,738,18.45,3388.18,FUTCOM
28-Aug-17,1522,38.05,7011.29,FUTCOM
29-Aug-17,1454,36.35,6686.33,FUTCOM
30-Aug-17,1454,36.35,6702.58,FUTCOM
31-Aug-17,1732,43.30,7973.93,FUTCOM
01-Sep-17,1476,36.90,6820.15,FUTCOM
04-Sep-17,942,23.55,4399.84,FUTCOM
05-Sep-17,3585,89.63,16957.01,FUTCOM
06-Sep-17,3497,87.43,16782.15,FUTCOM
07-Sep-17,2161,54.03,10241.55,FUTCOM
08-Sep-17,1801,45.03,8583.87,FUTCOM
11-Sep-17,2756,68.90,12922.64,FUTCOM
12-Sep-17,1900,47.50,8774.15,FUTCOM
13-Sep-17,3838,95.95,17409.06,FUTCOM
14-Sep-17,1838,45.95,8372.31,FUTCOM
15-Sep-17,2630,65.75,12033.06,FUTCOM
18-Sep-17,1843,46.08,8399.72,FUTCOM
19-Sep-17,990,24.75,4524.96,FUTCOM
20-Sep-17,1440,36.00,6532.85,FUTCOM
21-Sep-17,2150,53.75,9748.55,FUTCOM
22-Sep-17,1431,35.78,6501.05,FUTCOM
25-Sep-17,2087,52.18,9507.75,FUTCOM
26-Sep-17,2431,60.78,11153.64,FUTCOM
27-Sep-17,1513,37.83,6961.06,FUTCOM
28-Sep-17,1340,33.50,6165.39,FUTCOM
29-Sep-17,1106,27.65,5093.19,FUTCOM
03-Oct-17,2057,51.43,9400.27,FUTCOM
04-Oct-17,1157,28.93,5327.48,FUTCOM
05-Oct-17,2412,60.30,11138.02,FUTCOM
06-Oct-17,1338,33.45,6158.09,FUTCOM
09-Oct-17,1990,49.75,9245.06,FUTCOM
10-Oct-17,2731,68.28,12835.58,FUTCOM
11-Oct-17,2222,55.55,10424.47,FUTCOM
12-Oct-17,2766,69.15,12900.27,FUTCOM
13-Oct-17,1592,39.80,7348.60,FUTCOM
16-Oct-17,1987,49.68,9133.82,FUTCOM
17-Oct-17,1532,38.30,7014.03,FUTCOM
18-Oct-17,562,14.05,2566.07,FUTCOM
19-Oct-17,628,15.70,2863.04,FUTCOM
20-Oct-17,238,5.95,1080.28,FUTCOM
23-Oct-17,3642,91.05,16856.22,FUTCOM
24-Oct-17,2600,65.00,12063.89,FUTCOM
25-Oct-17,1780,44.50,8264.65,FUTCOM
26-Oct-17,1364,34.10,6296.18,FUTCOM
27-Oct-17,1607,40.18,7429.67,FUTCOM
30-Oct-17,1649,41.23,7543.89,FUTCOM
31-Oct-17,997,24.93,4575.59,FUTCOM
01-Nov-17,760,19.00,3468.44,FUTCOM
02-Nov-17,918,22.95,4181.31,FUTCOM
03-Nov-17,2103,52.58,9623.63,FUTCOM
06-Nov-17,1683,42.08,7681.52,FUTCOM
07-Nov-17,1383,34.58,6308.93,FUTCOM
08-Nov-17,1677,41.93,7633.83,FUTCOM
09-Nov-17,2179,54.48,9922.56,FUTCOM
10-Nov-17,1269,31.73,5785.76,FUTCOM
13-Nov-17,2251,56.28,10306.44,FUTCOM
14-Nov-17,1821,45.53,8366.82,FUTCOM
15-Nov-17,802,20.05,3671.03,FUTCOM
16-Nov-17,1872,46.80,8596.51,FUTCOM
17-Nov-17,1714,42.85,7896.59,FUTCOM
20-Nov-17,2032,50.80,9355.49,FUTCOM
21-Nov-17,2881,72.03,13323.56,FUTCOM
22-Nov-17,2540,63.50,11749.76,FUTCOM
23-Nov-17,2077,51.93,9654.09,FUTCOM
24-Nov-17,2883,72.08,13348.62,FUTCOM
27-Nov-17,1997,49.93,9219.21,FUTCOM
28-Nov-17,1863,46.58,8567.43,FUTCOM
29-Nov-17,2647,66.18,12272.46,FUTCOM
30-Nov-17,3213,80.33,15027.23,FUTCOM
01-Dec-17,1696,42.40,7986.01,FUTCOM
04-Dec-17,7616,190.40,36517.35,FUTCOM
05-Dec-17,3049,76.23,14497.14,FUTCOM
06-Dec-17,2495,62.38,11815.24,FUTCOM
07-Dec-17,2213,55.33,10478.01,FUTCOM
08-Dec-17,4426,110.65,21241.30,FUTCOM
11-Dec-17,3218,80.45,15556.94,FUTCOM
12-Dec-17,3308,82.70,15987.71,FUTCOM
13-Dec-17,3703,92.58,17998.46,FUTCOM
14-Dec-17,3314,82.85,16214.97,FUTCOM
15-Dec-17,5289,132.23,26110.80,FUTCOM
18-Dec-17,6076,151.90,29994.69,FUTCOM
19-Dec-17,5057,126.43,24805.83,FUTCOM
20-Dec-17,3657,91.43,17998.57,FUTCOM
21-Dec-17,7227,180.68,35959.36,FUTCOM
22-Dec-17,7856,196.40,39625.79,FUTCOM
26-Dec-17,7065,176.63,35868.25,FUTCOM
27-Dec-17,5940,148.50,30040.03,FUTCOM
28-Dec-17,5553,138.83,28424.77,FUTCOM
29-Dec-17,5111,127.78,25972.66,FUTCOM
01-Jan-18,1885,47.13,9519.54,FUTCOM
02-Jan-18,4108,102.70,20736.10,FUTCOM
03-Jan-18,3532,88.30,17727.79,FUTCOM
04-Jan-18,3773,94.33,19155.85,FUTCOM
05-Jan-18,4898,122.45,24987.35,FUTCOM
08-Jan-18,3951,98.78,20052.26,FUTCOM
09-Jan-18,3626,90.65,18306.37,FUTCOM
10-Jan-18,3748,93.70,19043.69,FUTCOM
11-Jan-18,9742,243.55,50251.10,FUTCOM
12-Jan-18,12550,313.75,66047.15,FUTCOM
15-Jan-18,2945,73.63,15272.85,FUTCOM
16-Jan-18,5971,149.28,30934.92,FUTCOM
17-Jan-18,3020,75.50,15688.07,FUTCOM
18-Jan-18,7218,180.45,37905.55,FUTCOM
19-Jan-18,6357,158.93,33381.04,FUTCOM
22-Jan-18,5405,135.13,28435.25,FUTCOM
23-Jan-18,4668,116.70,24340.91,FUTCOM
24-Jan-18,9083,227.08,46668.46,FUTCOM
25-Jan-18,7957,198.93,40931.21,FUTCOM
29-Jan-18,7161,179.03,36256.49,FUTCOM
30-Jan-18,7255,181.38,36601.61,FUTCOM
31-Jan-18,6153,153.83,30861.27,FUTCOM
01-Feb-18,4474,111.85,22637.40,FUTCOM
02-Feb-18,4913,122.83,24986.43,FUTCOM
05-Feb-18,2462,61.55,12360.84,FUTCOM
06-Feb-18,3669,91.73,18258.33,FUTCOM
07-Feb-18,2503,62.58,12504.06,FUTCOM
08-Feb-18,4605,115.13,23221.79,FUTCOM
09-Feb-18,4461,111.53,22546.72,FUTCOM
12-Feb-18,3003,75.08,15076.29,FUTCOM
13-Feb-18,843,21.08,4218.96,FUTCOM
14-Feb-18,4088,102.20,20307.70,FUTCOM
15-Feb-18,4540,113.50,22509.57,FUTCOM
16-Feb-18,4398,109.95,21601.55,FUTCOM
19-Feb-18,5941,148.53,29171.46,FUTCOM
20-Feb-18,7553,188.83,37384.99,FUTCOM
21-Feb-18,8676,216.90,43850.26,FUTCOM
22-Feb-18,7209,180.23,36542.35,FUTCOM
23-Feb-18,6053,151.33,30512.58,FUTCOM
26-Feb-18,6497,162.43,33263.82,FUTCOM
27-Feb-18,4799,119.98,24510.51,FUTCOM
28-Feb-18,5120,128.00,26305.85,FUTCOM
01-Mar-18,3985,99.63,20639.99,FUTCOM
02-Mar-18,681,17.03,3520.90,FUTCOM
05-Mar-18,3435,85.88,17888.79,FUTCOM
06-Mar-18,6263,156.58,33056.27,FUTCOM
07-Mar-18,4489,112.23,23321.46,FUTCOM
08-Mar-18,3435,85.88,17989.72,FUTCOM
09-Mar-18,2748,68.70,14425.30,FUTCOM
12-Mar-18,2903,72.58,15104.02,FUTCOM
13-Mar-18,3067,76.68,15894.30,FUTCOM
14-Mar-18,5103,127.58,26392.83,FUTCOM
15-Mar-18,3769,94.23,19444.81,FUTCOM
16-Mar-18,3991,99.78,20482.95,FUTCOM
19-Mar-18,5779,144.48,29272.51,FUTCOM
20-Mar-18,5534,138.35,27858.26,FUTCOM
21-Mar-18,4660,116.50,23813.49,FUTCOM
22-Mar-18,3833,95.83,19543.92,FUTCOM
23-Mar-18,4764,119.10,24158.33,FUTCOM
26-Mar-18,5873,146.83,29694.34,FUTCOM
27-Mar-18,4935,123.38,25189.63,FUTCOM
28-Mar-18,2695,67.38,13777.91,FUTCOM
29-Mar-18,391,9.78,2004.47,FUTCOM
02-Apr-18,2344,58.60,12117.27,FUTCOM
03-Apr-18,1313,32.83,6767.30,FUTCOM
04-Apr-18,5397,134.93,27580.17,FUTCOM
05-Apr-18,2118,52.95,10849.19,FUTCOM
06-Apr-18,2052,51.30,10583.65,FUTCOM
09-Apr-18,1208,30.20,6248.44,FUTCOM
10-Apr-18,2119,52.98,11002.19,FUTCOM
11-Apr-18,2395,59.88,12476.77,FUTCOM
12-Apr-18,3651,91.28,19127.29,FUTCOM
13-Apr-18,2256,56.40,11849.10,FUTCOM
16-Apr-18,3533,88.33,18584.89,FUTCOM
17-Apr-18,2902,72.55,15222.55,FUTCOM
18-Apr-18,4000,100.00,20776.79,FUTCOM
19-Apr-18,1903,47.58,9861.77,FUTCOM
20-Apr-18,3919,97.98,20478.82,FUTCOM
23-Apr-18,4114,102.85,21673.03,FUTCOM
24-Apr-18,4233,105.83,22023.75,FUTCOM
25-Apr-18,6000,150.00,31029.26,FUTCOM
26-Apr-18,3128,78.20,16260.14,FUTCOM
27-Apr-18,1470,36.75,7639.80,FUTCOM
30-Apr-18,2259,56.48,11685.30,FUTCOM
01-May-18,539,13.48,2806.01,FUTCOM
02-May-18,1826,45.65,9546.97,FUTCOM
03-May-18,1683,42.08,8800.52,FUTCOM
04-May-18,667,16.68,3465.64,FUTCOM
07-May-18,1793,44.83,9419.70,FUTCOM
08-May-18,1323,33.08,6912.11,FUTCOM
09-May-18,737,18.43,3842.83,FUTCOM
10-May-18,1878,46.95,9770.48,FUTCOM
11-May-18,2167,54.18,11273.05,FUTCOM
14-May-18,3039,75.98,15667.48,FUTCOM
15-May-18,2775,69.38,14307.71,FUTCOM
16-May-18,3714,92.85,19394.88,FUTCOM
17-May-18,2323,58.08,12083.06,FUTCOM
18-May-18,6752,168.80,35470.68,FUTCOM
21-May-18,7160,179.00,38103.61,FUTCOM
22-May-18,5352,133.80,28385.67,FUTCOM
23-May-18,3051,76.28,16091.97,FUTCOM
24-May-18,3028,75.70,16049.72,FUTCOM
25-May-18,5872,146.80,31445.05,FUTCOM
28-May-18,4094,102.35,22015.63,FUTCOM
29-May-18,5872,146.80,32707.35,FUTCOM
30-May-18,7220,180.50,40182.75,FUTCOM
31-May-18,3322,83.05,18402.98,FUTCOM
01-Jun-18,4912,122.80,27601.22,FUTCOM
04-Jun-18,3100,77.50,17549.44,FUTCOM
05-Jun-18,3462,86.55,19323.08,FUTCOM
06-Jun-18,3493,87.33,19558.57,FUTCOM
07-Jun-18,2848,71.20,16142.02,FUTCOM
08-Jun-18,5250,131.25,30452.06,FUTCOM
11-Jun-18,4429,110.73,25712.65,FUTCOM
12-Jun-18,3021,75.53,17515.38,FUTCOM
13-Jun-18,4097,102.43,23831.78,FUTCOM
14-Jun-18,6560,164.00,38208.61,FUTCOM
15-Jun-18,3673,91.83,21307.42,FUTCOM
18-Jun-18,5680,142.00,32321.78,FUTCOM
19-Jun-18,6310,157.75,35110.58,FUTCOM
20-Jun-18,5051,126.28,28215.47,FUTCOM
21-Jun-18,4795,119.88,26580.86,FUTCOM
22-Jun-18,3734,93.35,20727.12,FUTCOM
25-Jun-18,5243,131.08,29355.07,FUTCOM
26-Jun-18,3018,75.45,16741.67,FUTCOM
27-Jun-18,2219,55.48,12306.60,FUTCOM
28-Jun-18,2000,50.00,11098.64,FUTCOM
29-Jun-18,2888,72.20,16042.26,FUTCOM
02-Jul-18,1778,44.45,9984.76,FUTCOM
03-Jul-18,1325,33.13,7396.83,FUTCOM
04-Jul-18,1794,44.85,10079.65,FUTCOM
05-Jul-18,2592,64.80,14606.43,FUTCOM
06-Jul-18,1582,39.55,8922.86,FUTCOM
09-Jul-18,3028,75.70,17288.04,FUTCOM
10-Jul-18,2298,57.45,13132.63,FUTCOM
11-Jul-18,2063,51.58,11759.91,FUTCOM
12-Jul-18,2873,71.83,16502.42,FUTCOM
13-Jul-18,2087,52.18,12079.21,FUTCOM
16-Jul-18,1736,43.40,9991.90,FUTCOM
17-Jul-18,2880,72.00,16453.59,FUTCOM
18-Jul-18,2011,50.28,11594.30,FUTCOM
19-Jul-18,2399,59.98,13782.95,FUTCOM
20-Jul-18,2746,68.65,15634.25,FUTCOM
23-Jul-18,2406,60.15,13654.61,FUTCOM
24-Jul-18,2246,56.15,12699.08,FUTCOM
25-Jul-18,2890,72.25,16564.28,FUTCOM
26-Jul-18,1656,41.40,9492.50,FUTCOM
27-Jul-18,1382,34.55,7921.14,FUTCOM
30-Jul-18,2736,68.40,15869.82,FUTCOM
31-Jul-18,3243,81.08,19161.45,FUTCOM
01-Aug-18,1391,34.78,8319.96,FUTCOM
02-Aug-18,1495,37.38,8906.49,FUTCOM
03-Aug-18,1962,49.05,11679.64,FUTCOM
06-Aug-18,1416,35.40,8421.94,FUTCOM
07-Aug-18,1514,37.85,9056.32,FUTCOM
08-Aug-18,846,21.15,5044.37,FUTCOM
09-Aug-18,1041,26.03,6186.41,FUTCOM
10-Aug-18,2058,51.45,12342.61,FUTCOM
13-Aug-18,2688,67.20,15965.19,FUTCOM
14-Aug-18,2280,57.00,13418.81,FUTCOM
16-Aug-18,2942,73.55,17149.02,FUTCOM
17-Aug-18,2181,54.53,12643.59,FUTCOM
20-Aug-18,1729,43.23,10056.70,FUTCOM
21-Aug-18,1569,39.23,9149.25,FUTCOM
22-Aug-18,569,14.23,3306.86,FUTCOM
23-Aug-18,1251,31.28,7210.04,FUTCOM
24-Aug-18,2010,50.25,11596.28,FUTCOM
27-Aug-18,2767,69.18,15828.73,FUTCOM
28-Aug-18,2251,56.28,12912.87,FUTCOM
29-Aug-18,2231,55.78,12813.91,FUTCOM
30-Aug-18,2653,66.33,15097.83,FUTCOM
31-Aug-18,1347,33.68,7633.84,FUTCOM
03-Sep-18,1588,39.70,8955.60,FUTCOM
04-Sep-18,2203,55.08,12459.93,FUTCOM
05-Sep-18,2515,62.88,14271.39,FUTCOM
06-Sep-18,853,21.33,4848.70,FUTCOM
07-Sep-18,2374,59.35,13486.16,FUTCOM
10-Sep-18,2852,71.30,16354.23,FUTCOM
11-Sep-18,3273,81.83,18844.42,FUTCOM
12-Sep-18,813,20.33,4670.71,FUTCOM
13-Sep-18,1277,31.93,7269.71,FUTCOM
14-Sep-18,2088,52.20,11824.92,FUTCOM
17-Sep-18,3360,84.00,18973.65,FUTCOM
18-Sep-18,3058,76.45,17222.03,FUTCOM
19-Sep-18,2932,73.30,16416.59,FUTCOM
20-Sep-18,1145,28.63,6381.91,FUTCOM
21-Sep-18,1941,48.53,10806.39,FUTCOM
24-Sep-18,1431,35.78,7996.91,FUTCOM
25-Sep-18,1739,43.48,9676.28,FUTCOM
26-Sep-18,1694,42.35,9448.05,FUTCOM
27-Sep-18,1860,46.50,10285.77,FUTCOM
28-Sep-18,1823,45.58,9994.03,FUTCOM
01-Oct-18,2311,57.78,12624.82,FUTCOM
03-Oct-18,2377,59.43,13111.05,FUTCOM
04-Oct-18,1711,42.78,9441.93,FUTCOM
05-Oct-18,1600,40.00,8851.54,FUTCOM
08-Oct-18,2205,55.13,12297.69,FUTCOM
09-Oct-18,2482,62.05,13919.02,FUTCOM
10-Oct-18,1381,34.53,7718.76,FUTCOM
11-Oct-18,1152,28.80,6441.77,FUTCOM
12-Oct-18,4387,109.68,24828.21,FUTCOM
15-Oct-18,3554,88.85,20407.87,FUTCOM
16-Oct-18,2260,56.50,12884.06,FUTCOM
17-Oct-18,2660,66.50,15034.86,FUTCOM
18-Oct-18,933,23.33,5253.89,FUTCOM
19-Oct-18,1891,47.28,10729.59,FUTCOM
22-Oct-18,3390,84.75,19370.02,FUTCOM
23-Oct-18,4434,110.85,25410.81,FUTCOM
24-Oct-18,3453,86.33,19750.00,FUTCOM
25-Oct-18,3767,94.18,21416.33,FUTCOM
26-Oct-18,2851,71.28,16271.14,FUTCOM
29-Oct-18,3480,87.00,19721.67,FUTCOM
30-Oct-18,1713,42.83,9637.47,FUTCOM
31-Oct-18,2328,58.20,13036.10,FUTCOM
01-Nov-18,3535,88.38,19795.40,FUTCOM
02-Nov-18,3003,75.08,16945.56,FUTCOM
05-Nov-18,2271,56.78,12722.51,FUTCOM
06-Nov-18,2358,58.95,13209.37,FUTCOM
07-Nov-18,904,22.60,5054.69,FUTCOM
08-Nov-18,556,13.90,3123.41,FUTCOM
09-Nov-18,2622,65.55,14747.45,FUTCOM
12-Nov-18,3706,92.65,20858.24,FUTCOM
13-Nov-18,2324,58.10,13054.97,FUTCOM
14-Nov-18,3011,75.28,16892.45,FUTCOM
15-Nov-18,2223,55.58,12499.36,FUTCOM
16-Nov-18,3011,75.28,16909.39,FUTCOM
19-Nov-18,4423,110.58,24604.64,FUTCOM
20-Nov-18,4323,108.08,23766.22,FUTCOM
21-Nov-18,2470,61.75,13508.27,FUTCOM
22-Nov-18,1482,37.05,8124.87,FUTCOM
23-Nov-18,1145,28.63,6238.10,FUTCOM
26-Nov-18,4491,112.28,24277.75,FUTCOM
27-Nov-18,3945,98.63,21455.29,FUTCOM
28-Nov-18,2209,55.23,11983.11,FUTCOM
29-Nov-18,2541,63.53,13776.24,FUTCOM
30-Nov-18,1899,47.48,10248.40,FUTCOM
03-Dec-18,5137,128.43,28227.78,FUTCOM
04-Dec-18,2736,68.40,15017.42,FUTCOM
05-Dec-18,1917,47.93,10536.83,FUTCOM
06-Dec-18,3005,75.13,16511.28,FUTCOM
07-Dec-18,1970,49.25,10819.76,FUTCOM
10-Dec-18,4021,100.53,22315.22,FUTCOM
11-Dec-18,2809,70.23,15643.70,FUTCOM
12-Dec-18,2375,59.38,13187.66,FUTCOM
13-Dec-18,3726,93.15,20545.39,FUTCOM
14-Dec-18,3461,86.53,19022.57,FUTCOM
17-Dec-18,5048,126.20,27749.39,FUTCOM
18-Dec-18,4889,122.23,26593.63,FUTCOM
19-Dec-18,2392,59.80,12979.38,FUTCOM
20-Dec-18,6142,153.55,33113.28,FUTCOM
21-Dec-18,9131,228.28,48353.50,FUTCOM
24-Dec-18,9048,226.20,47149.15,FUTCOM
26-Dec-18,6010,150.25,31337.16,FUTCOM
27-Dec-18,4359,108.98,22959.01,FUTCOM
28-Dec-18,3477,86.93,18210.18,FUTCOM
31-Dec-18,3353,83.83,17721.25,FUTCOM
01-Jan-19,1065,26.63,5638.64,FUTCOM
02-Jan-19,2619,65.48,13825.48,FUTCOM
03-Jan-19,2515,62.88,13237.62,FUTCOM
04-Jan-19,1535,38.38,8115.95,FUTCOM
07-Jan-19,3117,77.93,16533.24,FUTCOM
08-Jan-19,2093,52.33,10983.89,FUTCOM
09-Jan-19,3714,92.85,19447.96,FUTCOM
10-Jan-19,2390,59.75,12520.73,FUTCOM
11-Jan-19,2011,50.28,10475.47,FUTCOM
14-Jan-19,3316,82.90,17165.60,FUTCOM
15-Jan-19,2235,55.88,11678.13,FUTCOM
16-Jan-19,2640,66.00,13855.05,FUTCOM
17-Jan-19,3685,92.13,19448.72,FUTCOM
18-Jan-19,3949,98.73,20823.91,FUTCOM
21-Jan-19,4178,104.45,22025.71,FUTCOM
22-Jan-19,4319,107.98,22735.43,FUTCOM
23-Jan-19,5388,134.70,28159.66,FUTCOM
24-Jan-19,6319,157.98,32968.75,FUTCOM
25-Jan-19,4743,118.58,24691.47,FUTCOM
28-Jan-19,3231,80.78,16814.34,FUTCOM
29-Jan-19,3324,83.10,17320.44,FUTCOM
30-Jan-19,3716,92.90,19457.24,FUTCOM
31-Jan-19,3706,92.65,19369.46,FUTCOM
01-Feb-19,1267,31.68,6633.24,FUTCOM
04-Feb-19,3381,84.53,17553.50,FUTCOM
05-Feb-19,1860,46.50,9616.63,FUTCOM
06-Feb-19,3294,82.35,17071.66,FUTCOM
07-Feb-19,1384,34.60,7185.52,FUTCOM
08-Feb-19,1948,48.70,10068.01,FUTCOM
11-Feb-19,3525,88.13,18270.73,FUTCOM
12-Feb-19,4291,107.28,21913.34,FUTCOM
13-Feb-19,4848,121.20,24584.01,FUTCOM
14-Feb-19,4474,111.85,22778.91,FUTCOM
15-Feb-19,3247,81.18,16509.94,FUTCOM
18-Feb-19,3742,93.55,18915.85,FUTCOM
19-Feb-19,5040,126.00,25546.03,FUTCOM
20-Feb-19,5418,135.45,27512.70,FUTCOM
21-Feb-19,6652,166.30,33733.10,FUTCOM
22-Feb-19,14828,370.70,76384.73,FUTCOM
25-Feb-19,6126,153.15,31419.05,FUTCOM
26-Feb-19,4148,103.70,21263.14,FUTCOM
27-Feb-19,3714,92.85,18973.74,FUTCOM
28-Feb-19,3812,95.30,19439.47,FUTCOM
01-Mar-19,3187,79.68,16438.62,FUTCOM
04-Mar-19,2532,63.30,13219.87,FUTCOM
05-Mar-19,3065,76.63,15987.37,FUTCOM
06-Mar-19,4347,108.68,22864.37,FUTCOM
07-Mar-19,5028,125.70,26468.89,FUTCOM
08-Mar-19,4266,106.65,22285.86,FUTCOM
11-Mar-19,9578,239.45,50438.66,FUTCOM
12-Mar-19,6727,168.18,35293.05,FUTCOM
13-Mar-19,7372,184.30,39228.45,FUTCOM
14-Mar-19,7820,195.50,41498.44,FUTCOM
15-Mar-19,3102,77.55,16481.99,FUTCOM
18-Mar-19,11171,279.28,60202.97,FUTCOM
19-Mar-19,7781,194.53,41722.82,FUTCOM
20-Mar-19,3697,92.43,19767.76,FUTCOM
21-Mar-19,819,20.48,4405.74,FUTCOM
22-Mar-19,6852,171.30,37033.71,FUTCOM
25-Mar-19,11639,290.98,62726.09,FUTCOM
26-Mar-19,7105,177.63,38380.56,FUTCOM
27-Mar-19,4409,110.23,23767.16,FUTCOM
28-Mar-19,6504,162.60,34864.58,FUTCOM
29-Mar-19,5156,128.90,27485.48,FUTCOM
01-Apr-19,4583,114.58,24930.29,FUTCOM
02-Apr-19,5392,134.80,29445.35,FUTCOM
03-Apr-19,5670,141.75,31192.35,FUTCOM
04-Apr-19,5645,141.13,31245.21,FUTCOM
05-Apr-19,8206,205.15,45885.68,FUTCOM
08-Apr-19,8721,218.03,48900.13,FUTCOM
09-Apr-19,6812,170.30,38070.02,FUTCOM
10-Apr-19,6829,170.73,37921.87,FUTCOM
11-Apr-19,6552,163.80,36203.67,FUTCOM
12-Apr-19,7906,197.65,44078.33,FUTCOM
15-Apr-19,8692,217.30,48731.27,FUTCOM
16-Apr-19,5798,144.95,32355.32,FUTCOM
17-Apr-19,2682,67.05,15065.98,FUTCOM
18-Apr-19,6381,159.53,35761.33,FUTCOM
22-Apr-19,10045,251.13,56106.60,FUTCOM
23-Apr-19,11528,288.20,64179.53,FUTCOM
24-Apr-19,8185,204.63,45467.24,FUTCOM
25-Apr-19,6504,162.60,36253.27,FUTCOM
26-Apr-19,5946,148.65,33329.24,FUTCOM
30-Apr-19,7722,193.05,43399.65,FUTCOM
01-May-19,2785,69.63,15653.91,FUTCOM
02-May-19,4626,115.65,25971.00,FUTCOM
03-May-19,4338,108.45,24241.51,FUTCOM
06-May-19,7218,180.45,39876.50,FUTCOM
07-May-19,5328,133.20,29446.39,FUTCOM
08-May-19,6872,171.80,37782.52,FUTCOM
09-May-19,6765,169.13,36900.63,FUTCOM
10-May-19,5524,138.10,30006.17,FUTCOM
13-May-19,7441,186.03,39555.61,FUTCOM
14-May-19,15403,385.08,79266.75,FUTCOM
15-May-19,6915,172.88,36364.81,FUTCOM
16-May-19,6567,164.18,34858.99,FUTCOM
17-May-19,5757,143.93,30668.26,FUTCOM
20-May-19,4839,120.98,25812.31,FUTCOM
21-May-19,7778,194.45,41940.06,FUTCOM
22-May-19,6777,169.43,36168.31,FUTCOM
